motor_type,temperature,vibration,current,speed,maintenance
Dust Collector Fan Motor,66.85318412387187,8.195684721776544,16.849764516617178,1292.5147290543298,1
ID Fan Motor,52.87575573435386,1.811677872523719,12.407425181047946,1964.7060454485563,0
Hybrid Moulding Machine Motor,78.60137160508974,11.297502233046515,62.58834230216174,1735.893812964134,1
Hydraulic Gesa Moulding Motor,88.04263876732807,9.530899162018613,20.89755611327044,1219.1134102779683,1
Hybrid Moulding Machine Motor,72.68105424830821,7.915702199293426,41.80161560807462,1690.7188608471927,0
Hydraulic Gesa Moulding Motor,77.88974714681514,12.484410497184054,55.313297324439425,1569.2102717156051,1
Hybrid Moulding Machine Motor,63.96247566939855,8.07424963178146,49.22011539383375,1934.3584308230234,1
ID Fan Motor,62.689862770022614,3.169229272870149,7.554168172251872,1573.9514335296014,0
Hydraulic Gesa Moulding Motor,90.8413884330932,7.681826507024799,61.57573870192605,1190.4848964199318,1
ID Fan Motor,58.83110716356691,2.2158776764431285,10.948084784877288,949.2866177876938,0
ID Fan Motor,61.687097705310755,3.836738359858793,11.98070151237948,1731.9040086761433,0
ID Fan Motor,48.46551930311317,2.3130142308050767,12.151447660035801,1675.3717883848703,0
Hydraulic Gesa Moulding Motor,87.85584995489609,8.053958327713802,59.22602595744061,1970.5017828090374,1
Hydraulic Gesa Moulding Motor,107.46736987655848,2.829709962363827,54.13588054426743,1836.971797447146,1
Hydraulic Gesa Moulding Motor,74.84906695641605,9.26565980931216,31.028134721743786,1638.651799824583,1
ID Fan Motor,50.06541053647082,4.080350604024044,8.653488282837476,1974.967658907752,0
Dust Collector Fan Motor,64.26212636293376,6.803651708068004,20.445937521749684,1658.630431737472,0
Hybrid Moulding Machine Motor,76.47782147933364,3.2668176053220908,28.522763478183897,1641.7218833641132,0
Dust Collector Fan Motor,64.94918754581705,9.124510263900843,21.710930282738854,1437.7567431948382,1
Dust Collector Fan Motor,61.080398758715724,6.9372115929991836,26.325865842345944,1519.828667896732,0
Hydraulic Gesa Moulding Motor,73.31263639564759,3.1294863918200324,107.43816684400149,1060.9782124719934,1
ID Fan Motor,50.613556989693635,2.790323643368286,5.1812119460149155,1373.2376668784887,0
ID Fan Motor,50.892221045439975,3.4487507189953224,4.119584729152658,1767.7792014897927,0
Hybrid Moulding Machine Motor,62.7642484107372,8.365220298849211,26.97452707724541,1712.5263128683746,1
Hybrid Moulding Machine Motor,56.13777131172031,11.458465587129279,46.59076955801977,2290.2666130949874,1
Dust Collector Fan Motor,63.54579779293653,6.346682847427108,23.275057808606558,1454.3400058927,0
Dust Collector Fan Motor,63.48703687378373,7.843300223848919,17.234705277734793,1953.3464790742041,0
Dust Collector Fan Motor,68.2722244299411,3.348980176635187,14.695672825826932,1192.1341083764917,0
Hybrid Moulding Machine Motor,57.57001219676728,9.96287231303081,48.12591654478945,1390.3911027681806,1
ID Fan Motor,62.59377721351379,2.0574448759865973,10.085731031935545,1787.3182960986028,0
Dust Collector Fan Motor,59.776336069937514,8.426762799809987,18.379075365339098,1893.1154106509912,1
ID Fan Motor,44.3284744959609,2.883582191102773,9.983280675969315,1475.5431980695062,0
Hydraulic Gesa Moulding Motor,88.28284160456327,-0.17510514977130676,44.027298941555046,1193.0413466045115,1
Hydraulic Gesa Moulding Motor,91.93978002550824,7.012421615610301,71.60485619467754,1227.8219859716633,1
Hybrid Moulding Machine Motor,75.99681250818291,7.656478232134878,19.290319254512838,1296.7306042993034,0
Hydraulic Gesa Moulding Motor,90.36315991095908,9.238929687967941,48.09604897625015,1159.3617318905608,1
Automatic Mould-Handling Motor,82.0536521022845,3.497747886147109,20.626641135461675,1542.6046236765696,0
Automatic Mould-Handling Motor,89.97368970934124,3.990895125831565,16.01294675087308,1539.9281205410352,1
Dust Collector Fan Motor,47.074609708642015,5.412406699718412,18.867567019778907,1647.442519104582,0
Automatic Mould-Handling Motor,71.16028728047648,5.500400412503389,45.96533991827172,2432.9755668016082,0
Hybrid Moulding Machine Motor,69.56253794614466,7.621532758295405,35.742311797789355,1386.5114177216365,0
Automatic Mould-Handling Motor,72.2555997289098,5.440763165576068,28.36060966580713,1479.636668378107,0
ID Fan Motor,51.65018947632382,1.179814920433966,13.758004922480906,1733.6809510536343,0
Hybrid Moulding Machine Motor,63.61559163197925,11.19043353306928,17.434683338501944,1647.9516009605163,1
Dust Collector Fan Motor,68.6334653375187,4.930533504880817,13.725034843150574,1933.3261164461076,0
Automatic Mould-Handling Motor,71.00848207149639,5.599701903541493,33.88902152069853,1874.3687874323762,0
Dust Collector Fan Motor,52.857010026553525,5.285941598386781,23.342298981118716,1672.5615048319698,0
ID Fan Motor,68.73883478476276,4.8130832622138335,4.886596130938477,1303.5162117591929,0
Hydraulic Gesa Moulding Motor,82.24596824583395,8.18977940368029,70.81193014028469,1948.0748307926608,1
Dust Collector Fan Motor,68.01259212111299,7.619715683274053,14.103649837537528,1731.6284366925868,0
Automatic Mould-Handling Motor,61.54515163747778,6.364119017153602,26.861481850128772,1373.2461796733871,0
Hybrid Moulding Machine Motor,60.97775261554695,3.745517005200266,54.99736841684328,1045.4713971133049,0
ID Fan Motor,61.05439177628397,2.2774846388163117,6.2739280091067435,1679.1824662669749,0
ID Fan Motor,51.78519122168621,0.4511704508884642,7.5339022402053635,1870.7434860020817,0
Dust Collector Fan Motor,60.975355687162754,3.4998630215872115,14.646031632708011,1602.0178100582405,0
Automatic Mould-Handling Motor,79.7337250402596,7.6713117942891245,29.781680482882393,1419.823165673092,0
Dust Collector Fan Motor,63.156794286353865,4.151533711463391,23.34119046674872,1810.5748004171257,0
ID Fan Motor,55.57756465842029,0.7673325070433041,12.694706584554105,1289.5988425191858,0
Dust Collector Fan Motor,51.02037532243948,5.743916587450777,23.69067809916921,1114.213567885552,0
Dust Collector Fan Motor,59.22609957330197,6.353641744278796,14.719919492476407,1418.503466902184,0
Hybrid Moulding Machine Motor,62.02641118034863,6.272064416203592,64.54980745705943,1731.3116759859765,1
Automatic Mould-Handling Motor,85.07653492600397,0.9877395937952107,45.58936766177189,1332.445577371834,1
ID Fan Motor,45.11321134969579,2.7033301970316237,11.464444293737138,1197.9061579660076,0
Hydraulic Gesa Moulding Motor,77.42107573819906,8.330380347975865,79.96475647186952,1717.4171573682777,1
ID Fan Motor,55.852334869564,1.8989422704375043,14.48487418775619,1451.1361267621678,0
ID Fan Motor,58.43234465028486,2.4253707796008266,16.49741343948201,1399.7768307060178,0
Dust Collector Fan Motor,58.34880426186037,7.395173200694357,17.84994776214575,2131.7031199021894,0
Automatic Mould-Handling Motor,66.3560892908582,4.71814417144476,32.53232261286905,1556.8982631190263,0
Hybrid Moulding Machine Motor,72.34800158213888,7.242818380298511,6.160828815958951,1674.7344373964493,0
Automatic Mould-Handling Motor,92.4958390420542,7.7629081573809735,19.661898439155053,1706.9123415735583,1
Hybrid Moulding Machine Motor,75.28423915791562,3.6788159256311337,28.322615677344157,936.7671344291673,0
Dust Collector Fan Motor,77.76487858408758,9.268390533154353,9.131117473190027,1160.5759166209173,1
Dust Collector Fan Motor,68.99748088242347,6.944004541838549,18.455731607496524,1722.8047255079168,0
Automatic Mould-Handling Motor,89.17020412981627,6.362679006371218,31.234693496515284,2013.581158745109,1
Automatic Mould-Handling Motor,71.06390562651406,7.939597852554576,34.781221170826,1324.2553022226796,0
ID Fan Motor,52.47762926583024,4.135140431936041,13.320570463156292,1768.3103661637124,0
Dust Collector Fan Motor,91.08392864553139,5.894207989167991,20.297173749728692,1356.1725774852207,1
Dust Collector Fan Motor,60.603542912731356,7.719175773959604,15.677216101262912,1486.3766346203286,0
Hybrid Moulding Machine Motor,55.0185123846961,10.565356996957778,34.32195915236754,1490.8289509747515,1
Hybrid Moulding Machine Motor,72.2685430843475,5.55966904756466,60.990690430325856,1194.5251067015315,1
ID Fan Motor,63.9263622139496,2.6023375815588863,15.235571680424039,1663.9391292442988,0
Automatic Mould-Handling Motor,71.68691616816677,3.775526530984499,21.318795787537617,1252.3768410063135,0
Dust Collector Fan Motor,47.8415783795981,7.065666601593601,24.293819655547022,1359.9590643922413,0
ID Fan Motor,52.043502683320284,3.1832971202812423,14.245608199390972,1681.9284041070214,0
Dust Collector Fan Motor,53.718871960157415,4.438919803541349,13.568787446992882,1172.3862601647122,0
Hydraulic Gesa Moulding Motor,92.77852087148285,1.079202363666063,33.98989013322155,1504.299617953247,1
Hydraulic Gesa Moulding Motor,91.06161802372702,8.948063661627637,61.30141735677762,1682.0551779647012,1
ID Fan Motor,41.07021755980051,1.2211603391734698,8.931929892391999,1943.3045633813035,0
Hydraulic Gesa Moulding Motor,91.7098006321365,10.25536333182724,36.31423935330423,1516.4802332999545,1
ID Fan Motor,49.070386850939144,0.3607543078623716,14.290432431656399,1604.6071355271738,0
Dust Collector Fan Motor,58.76274975631432,5.424213987117411,18.634496876666116,1041.8340232585879,0
Hybrid Moulding Machine Motor,61.91535628750927,5.225674612037166,30.215681316728556,1230.2666704718317,0
Hybrid Moulding Machine Motor,72.3266972324766,6.595583588040594,57.97713475085347,1349.053130383496,0
ID Fan Motor,66.22579105223069,2.9675370128450846,8.526829072494534,1660.3887258367306,0
Dust Collector Fan Motor,69.2415304587433,2.0831169157307245,15.846921498522484,1516.988535543651,0
Hydraulic Gesa Moulding Motor,79.49358326825548,13.294317453381169,53.47204908451514,1717.3231414300587,1
Dust Collector Fan Motor,56.86133074596181,6.064802882739348,22.494539065518417,1832.6365147426095,0
Dust Collector Fan Motor,43.52169562306006,6.519147122960442,17.725798613419325,1270.5024153731617,0
Hydraulic Gesa Moulding Motor,97.57012686502925,10.490576320397423,59.20954606735204,2027.58614525854,1
ID Fan Motor,61.384685100008284,2.3807436038482925,10.618427381319812,1417.5303726343152,0
ID Fan Motor,61.26514653274519,6.246276276911253,10.552960446718732,1864.5964724034236,0
Automatic Mould-Handling Motor,74.63186493821718,4.603046969848489,22.82362855483796,1298.0859464618964,0
Hybrid Moulding Machine Motor,75.1469025956052,4.628041028389959,41.85530115424933,1854.013610643351,0
ID Fan Motor,53.83630359734408,1.7040348138705794,10.820882862801026,1903.8534790879876,0
Hydraulic Gesa Moulding Motor,57.48136752749751,9.359134337898409,45.46956416761556,1143.1000022728917,1
Automatic Mould-Handling Motor,66.14900291832859,7.914157251073135,26.379506646389096,1461.027065105794,0
Automatic Mould-Handling Motor,73.16806081778074,6.302322921304627,32.52588719101885,1591.6887691374463,0
ID Fan Motor,56.61120391878885,4.315611119204787,17.586387566325055,1624.3943955314348,0
Hydraulic Gesa Moulding Motor,96.06036477735663,4.111049311198555,65.02974790240889,1224.5973713334586,1
Automatic Mould-Handling Motor,70.56955978871518,4.041014065201513,32.37260436112609,1638.9554385802753,0
ID Fan Motor,58.835617227141505,0.7405506029246021,17.87609359016307,1392.6168505796056,0
Dust Collector Fan Motor,79.91700045458464,8.219859191760673,17.44560936837991,1134.8638792941283,1
Hydraulic Gesa Moulding Motor,70.33931129187916,12.016246801525387,36.1699582647076,1605.938171399363,1
Hydraulic Gesa Moulding Motor,75.55390281691965,3.283298942464074,55.234275009244044,1770.683152135994,0
ID Fan Motor,48.75824963063434,2.788509852206543,4.7270382640114095,877.8761438440388,0
ID Fan Motor,60.55963304826644,1.1817389910323262,12.39324076895241,1484.1515986275692,0
Hydraulic Gesa Moulding Motor,65.89286473250178,4.814790473170186,63.958423273800776,1215.4955987327398,1
Hydraulic Gesa Moulding Motor,92.47274063650566,8.989994202682125,52.65239453746941,1892.4947492674307,1
Hybrid Moulding Machine Motor,76.65375256749067,8.54084788984586,35.07238369623038,1347.7848954761705,1
Hydraulic Gesa Moulding Motor,76.00835217978849,8.974626362631927,46.92944135293867,1520.0747172712106,1
Dust Collector Fan Motor,62.15607511035244,8.841042686577296,18.407945445487,1070.6331732099377,1
Hydraulic Gesa Moulding Motor,102.7608581839589,5.330653108083158,58.5092117820181,1385.1964687344396,1
ID Fan Motor,50.756239716184226,2.650438378918203,16.645595149725622,1256.6228642588424,0
Hydraulic Gesa Moulding Motor,67.79980245708204,6.767758578977396,54.41039068558553,1459.6509646794802,0
Automatic Mould-Handling Motor,73.09182594545655,4.92624087731242,28.11011094801666,1341.5898484310087,0
Dust Collector Fan Motor,56.74612336162791,8.226721011887877,18.210760019566422,1167.3009920367228,1
Dust Collector Fan Motor,81.09816356560611,8.047419092213962,19.495851573850373,1813.526542225426,1
ID Fan Motor,56.161416395521464,1.7767769826066535,15.536969223095243,1850.9402857765651,0
Hydraulic Gesa Moulding Motor,63.75177969801915,5.84042344969534,65.55462423689762,1547.7476835996317,1
Dust Collector Fan Motor,67.94119434393137,1.799946984696752,21.753048100986213,1765.5694448966974,0
ID Fan Motor,58.92695494042722,2.5070002559985203,10.249566972972135,1817.6231489744428,0
Dust Collector Fan Motor,60.84485610868499,6.306881951908544,19.066673537579284,1516.2230459540915,0
Dust Collector Fan Motor,77.86711449085755,6.709936509515331,15.86970813376709,1883.4988410956148,0
Hybrid Moulding Machine Motor,70.83771885285502,5.164217494309564,47.648463731053525,1479.9352384628587,0
Dust Collector Fan Motor,77.4332833657182,7.707951953104447,20.48919300217146,1638.9865590354318,0
Automatic Mould-Handling Motor,79.38662206351084,5.268945684125827,31.716539226988115,1790.7070120856365,0
ID Fan Motor,57.31793990686936,2.2546345348166543,19.021902793261958,1971.905917564457,0
Automatic Mould-Handling Motor,66.92564598530386,4.7019896012722695,37.45257014944852,1578.3800052395698,0
Automatic Mould-Handling Motor,79.28790639938724,4.317784194902566,28.66824697411817,1563.5636035955467,0
Hydraulic Gesa Moulding Motor,82.97399572248828,8.08011952147637,51.18915702731722,1404.6091300695414,1
Hydraulic Gesa Moulding Motor,83.03798285645577,9.961032037837368,54.4958115294443,1636.4222736423403,1
Hydraulic Gesa Moulding Motor,77.81094803417099,6.046113707988107,60.14600513388903,1592.5350324994545,1
Hydraulic Gesa Moulding Motor,77.52968682943592,5.260264960379283,52.348387553263265,1035.414510340876,0
Dust Collector Fan Motor,64.10718135325679,4.457965163269501,20.00207435967238,1506.1636136663144,0
ID Fan Motor,54.62941480083923,3.0753298217032765,15.49806829653009,1305.0704319455199,0
Hydraulic Gesa Moulding Motor,74.15356494566088,6.444236046550473,43.45005900703814,1111.1650007250316,0
Hydraulic Gesa Moulding Motor,90.21283056824737,12.001714106888006,53.85854847082061,1134.7811643032203,1
Dust Collector Fan Motor,55.67462727769068,6.036083297268198,9.441726466311554,1734.4086667087531,0
ID Fan Motor,56.878298259478875,2.4548080677694712,18.18284919063687,1275.2570205919196,0
Hydraulic Gesa Moulding Motor,65.76967343443756,0.5341307479745687,63.12763134004476,1992.347861727472,1
Automatic Mould-Handling Motor,76.73961149685708,2.9218528672164377,30.132395191272906,1394.383317686419,0
Hydraulic Gesa Moulding Motor,79.37114659307036,12.612316548766474,73.70337573302079,1481.3987971901904,1
ID Fan Motor,53.36126588555853,3.7653179859679122,9.895350585810043,910.712243329316,0
ID Fan Motor,60.55238854478034,2.538137881793909,18.916459072278137,1522.2837732248545,0
Hybrid Moulding Machine Motor,89.9690221010332,6.102386973999872,43.54749386496514,1045.0072351737626,1
ID Fan Motor,49.73037955795981,3.654347943466454,12.930379632911265,1434.0748512471814,0
Automatic Mould-Handling Motor,79.41986006395031,4.139229047205967,33.04305158573049,1442.7476044069947,0
ID Fan Motor,50.842094816011006,3.4608976255879593,16.952951762585727,1236.9022216468343,0
Hydraulic Gesa Moulding Motor,73.62542846470882,8.951629953564119,38.46561775245365,1704.4078531328844,1
Hydraulic Gesa Moulding Motor,75.6722250552057,9.116757555431203,59.442772070965205,1612.5650871471487,1
Hybrid Moulding Machine Motor,58.12610277598213,4.980128881787039,44.627920005630855,1000.4145998602644,0
Hydraulic Gesa Moulding Motor,79.62729280554917,4.770949749054499,40.95240437815606,1299.6661330593342,0
Dust Collector Fan Motor,68.4369995250694,8.730297523784163,23.187179451244774,1955.665974435799,1
Dust Collector Fan Motor,80.09868719115532,6.239005042529364,16.960073074496712,1682.192209008012,0
Dust Collector Fan Motor,60.20506804927745,3.7799928562281466,32.4602918964428,1566.4474869835183,0
ID Fan Motor,64.20618120064613,2.286835953537552,13.220426932962916,1227.1196771420134,0
ID Fan Motor,50.33565954484657,3.3319896283991213,10.286619041176554,885.9195939831601,0
Hydraulic Gesa Moulding Motor,82.99014406056676,4.819520298337174,42.781078102443416,1336.1222885621878,0
ID Fan Motor,47.47779922061068,3.0551993641838653,12.396506144618549,1306.9407906886827,0
ID Fan Motor,56.67171515239551,0.7871996925814417,12.808083747960028,1564.4820509816798,0
Dust Collector Fan Motor,73.97524568785707,4.363192138942632,12.996093874803197,1458.2123964670113,0
ID Fan Motor,50.78363190452417,1.0543680606062649,14.02161709372399,1558.7535741032057,0
Hybrid Moulding Machine Motor,85.29545007404211,9.195008431768692,32.69339274627593,1224.9546474778456,1
Hydraulic Gesa Moulding Motor,83.97609976135209,9.100202553712686,40.5596945183807,1205.7038405013245,1
Dust Collector Fan Motor,80.54134499329203,5.031885961344403,5.635808912016515,1673.702310044779,0
Hybrid Moulding Machine Motor,64.56417436627693,5.926128361599132,20.32619004969479,1382.2586681817381,0
Dust Collector Fan Motor,65.15323932046287,6.45940149433571,9.669659155369832,1434.8148909189529,0
Automatic Mould-Handling Motor,64.04599096990763,5.596783693132609,29.55841412570099,1645.4636044596396,0
Dust Collector Fan Motor,54.49107883136747,7.707617124618137,14.666747030547388,1238.4965763489345,0
Automatic Mould-Handling Motor,65.51083479175162,8.494726395831115,37.45753251408308,1429.0334138343162,1
Hybrid Moulding Machine Motor,62.74955141416367,9.030341152271326,32.45939090805834,1403.5012454824741,1
ID Fan Motor,55.88524547119197,2.592386103669872,16.074293212744163,1587.343292470812,0
Hybrid Moulding Machine Motor,73.17254471521191,5.074121583965798,18.152760393417793,1581.0172075174266,0
Dust Collector Fan Motor,71.24274249293157,2.7504040197940216,10.745793618064887,1428.4985483059288,0
ID Fan Motor,45.38394313084844,1.041282404854902,12.172332032097541,1423.0347058341379,0
Hydraulic Gesa Moulding Motor,83.16824097600404,11.317060500320304,65.98738154169703,1586.617098847507,1
Dust Collector Fan Motor,70.31771269047111,6.181937953550818,16.915293816627052,1408.0291658598449,0
Hydraulic Gesa Moulding Motor,71.2214891645641,6.754925920763628,33.63124540403362,1632.8356575965558,0
Automatic Mould-Handling Motor,90.16394055253573,6.204236640784967,30.576294890269956,1436.3373090296545,1
Hybrid Moulding Machine Motor,73.9134809869016,5.693122434703912,48.131676261800166,1737.150408198517,0
Hydraulic Gesa Moulding Motor,74.48387757812847,2.922792290388953,44.53189347076169,1727.1800800606215,0
Dust Collector Fan Motor,61.69115573262685,9.775375314680382,21.339318747202547,1099.3555292700325,1
ID Fan Motor,57.495859727306815,1.5424079173822283,13.092796796088175,1632.959597974719,0
Automatic Mould-Handling Motor,62.1283643141575,2.2057636297740175,25.33120538923196,1811.513655305795,0
Dust Collector Fan Motor,67.26230957186941,5.418578513293561,22.182391644086323,1428.2500859792888,0
Automatic Mould-Handling Motor,69.44430652052071,2.3973129463288414,33.875572842231506,1638.499888413409,0
Automatic Mould-Handling Motor,67.85485467594262,6.793948877240949,25.733562132577035,1567.709441343457,0
ID Fan Motor,58.84238310947006,2.6787663391926517,7.625771416447057,1253.258726145213,0
Automatic Mould-Handling Motor,76.60577349615642,5.106614841197521,43.78772272053682,1649.7256696397828,0
Hydraulic Gesa Moulding Motor,71.35502171835395,5.213152476008055,78.2537450915825,1520.9106944195466,1
Hybrid Moulding Machine Motor,79.28681184281348,9.864508168407173,48.84703039531838,1172.5166416115376,1
Dust Collector Fan Motor,68.22640312196225,6.855234563169565,8.6318859853362,1913.9516099220173,0
Automatic Mould-Handling Motor,74.35938961466111,6.059786309767547,31.663687445443088,1992.6828172621315,0
Hydraulic Gesa Moulding Motor,78.01366218376008,5.461846290580949,49.344337462986125,1395.115502989335,0
Hybrid Moulding Machine Motor,70.89162168331069,2.706734460803767,33.506994043866165,1584.3664654429379,0
Automatic Mould-Handling Motor,66.23069549216345,2.7704321905669693,11.950941540056444,1301.0419654873924,0
Hydraulic Gesa Moulding Motor,64.7680340414396,12.607543974388816,58.03493194634203,1989.5570697267326,1
Hydraulic Gesa Moulding Motor,74.13574843818789,11.547379044505218,69.21976179785473,1459.4672198427486,1
Hydraulic Gesa Moulding Motor,75.23906025206752,6.702672910637169,55.042157735291845,1973.6350729836754,0
Dust Collector Fan Motor,64.54729208880083,8.437941579587326,6.293388815768251,1543.0763809515481,1
Hybrid Moulding Machine Motor,73.04140348571195,5.874003381574786,55.01145369072219,1567.868646175226,0
Automatic Mould-Handling Motor,90.07633558913685,3.6156955758462193,40.464095325294224,1146.355007932561,1
Automatic Mould-Handling Motor,73.7048275313656,6.159714570590264,24.344859456101208,1756.6666977062137,0
Automatic Mould-Handling Motor,73.21780519614762,2.271504489564179,15.844331237467244,1312.609007197766,0
ID Fan Motor,57.66101032350715,1.1177579384958711,9.13991252787903,1191.4270423481623,0
ID Fan Motor,53.03305884194382,2.0938072428492434,17.98440893370224,1357.2034192840897,0
Dust Collector Fan Motor,63.44584694417185,4.488416999683274,24.29224275849938,1996.6221339264885,0
Dust Collector Fan Motor,64.68662103515024,5.874889828023252,11.52877756492802,1231.5187939375905,0
Dust Collector Fan Motor,63.884822394694126,7.479306303449343,6.543863474956243,1895.4906974558007,0
Hydraulic Gesa Moulding Motor,71.70350603103277,10.635403645152808,67.34964178156275,1185.0362277321735,1
Hybrid Moulding Machine Motor,73.09945795640681,6.314078502953214,19.194083746195982,1602.285807066488,0
Automatic Mould-Handling Motor,90.64269518946031,5.822053309637456,30.316724238223593,1168.4230736548302,1
Hybrid Moulding Machine Motor,80.8921915045619,5.8274586339629435,32.91019481517034,1696.5121841345367,0
Hybrid Moulding Machine Motor,69.00401168298403,4.258394431711979,50.10380434542552,1389.237839865766,0
Dust Collector Fan Motor,71.73203743852798,6.73924070867866,22.827006335693756,1774.8249672589964,0
Hybrid Moulding Machine Motor,74.51547093724929,11.107257620761626,32.18723197702153,1309.8163770319745,1
Hydraulic Gesa Moulding Motor,72.72195934141112,8.867712585512109,48.113645346715124,1291.6198892510565,1
Hybrid Moulding Machine Motor,61.093474368974654,5.890241946686342,44.635694581370416,1383.6302373947826,0
Hydraulic Gesa Moulding Motor,92.94935964792712,5.763296902990701,35.59270897293368,1129.763659497279,1
Hybrid Moulding Machine Motor,77.76190068599821,7.351270231855058,34.73697147178388,1606.5094794512513,0
Hybrid Moulding Machine Motor,74.21044052712362,11.703174071916807,42.950761922954854,614.0774698046191,1
Hybrid Moulding Machine Motor,78.03658483097892,11.074050504290218,35.08376088844603,1713.6966478740487,1
Hydraulic Gesa Moulding Motor,75.59806800911507,11.99332962372607,86.71497572095143,1213.9743292866974,1
ID Fan Motor,68.35611331460014,2.5131093826882664,11.773880466481279,1385.1843623524328,0
ID Fan Motor,58.33353210801362,5.4151391715415,11.215972666113238,1001.2121033245935,0
Automatic Mould-Handling Motor,81.63447729151511,3.551506935883319,34.690663804625096,1381.1621706032313,0
Hybrid Moulding Machine Motor,68.75753335024861,5.785901081253529,48.204069057003004,1483.3657913658622,0
ID Fan Motor,63.223216863980284,3.334243480100799,13.135004094646005,1203.6379977297752,0
Hybrid Moulding Machine Motor,64.08565152290292,7.355877947574017,20.868058080622504,2008.0699408584874,0
ID Fan Motor,53.09940936438612,2.472906470686698,11.257530128328316,1403.48813465357,0
Hybrid Moulding Machine Motor,83.7643012751333,6.261786632137489,54.33476117420955,1776.2176538681679,0
Automatic Mould-Handling Motor,86.66887875689856,6.019072590871863,40.04778336344924,1374.2514174498083,1
Hydraulic Gesa Moulding Motor,99.46631721859315,13.353426144893383,43.40374816644278,1500.150019510089,1
Hydraulic Gesa Moulding Motor,59.97680889346166,10.676185589651636,52.407973939053036,1731.5760464510026,1
Hybrid Moulding Machine Motor,55.670708249851046,8.685442293095807,44.48522113712193,1830.5870092192272,1
Automatic Mould-Handling Motor,83.42038397324706,3.381423425511418,23.58238172611039,1387.3869133220737,0
Hybrid Moulding Machine Motor,80.48528894355512,3.3860152209636127,16.35999453497351,1712.6156020553794,0
Hybrid Moulding Machine Motor,69.33538665551906,8.491438768822505,15.856503670002223,1496.5828774563806,1
Automatic Mould-Handling Motor,90.35148720007548,3.68608964720318,26.97956274872832,1583.016891776495,1
ID Fan Motor,48.086983722879886,2.7136368816152467,12.492424338350437,1777.3002848975345,0
ID Fan Motor,64.35232727706062,1.1955131481165846,10.254562125127038,777.6395019219343,0
Hybrid Moulding Machine Motor,69.7163890801928,7.186854756865863,52.82751442330166,1527.3564821531347,0
Automatic Mould-Handling Motor,74.09625968881559,6.954637032128659,27.91124721229939,901.1171205385751,0
ID Fan Motor,65.05835816324922,1.3653917440687227,7.3865979576161624,1841.1943627094188,0
Automatic Mould-Handling Motor,88.48147848606972,3.470109518243433,23.686866972859182,1603.6840249156105,1
Hybrid Moulding Machine Motor,79.32152178324729,8.54932082922753,39.998570217290876,1825.0021313733946,1
Automatic Mould-Handling Motor,63.181258745791986,5.898947825664614,46.68837639629691,1195.5721520442444,0
Automatic Mould-Handling Motor,72.03953899678764,4.519694375385018,50.43749060721693,1307.3416042397187,0
Hybrid Moulding Machine Motor,76.05346955904389,9.505596951039184,30.99157567556442,1486.571907716348,1
Automatic Mould-Handling Motor,86.03877343316258,5.950335492990764,29.98076927264917,1323.218504463208,1
Hybrid Moulding Machine Motor,78.22394459247027,2.635675533273167,59.07806773816821,1672.2213662682004,0
Automatic Mould-Handling Motor,85.10702164586111,6.498087889052078,33.69610647943428,1448.931932522477,1
Hydraulic Gesa Moulding Motor,67.6835695080093,11.19000171815745,40.52941861373928,1988.5405664316966,1
ID Fan Motor,47.85880583142693,3.8048281908591575,15.272509144992735,867.944882592657,0
Hydraulic Gesa Moulding Motor,82.61630110559078,4.563557261756582,53.67933296235934,1601.4757462587536,0
Hydraulic Gesa Moulding Motor,80.9429243566298,1.1137977167555633,61.87252172183048,1206.083632584958,1
ID Fan Motor,56.84851396455484,2.4635374125880167,8.756595463437277,2165.5030449034157,0
Dust Collector Fan Motor,66.38021426338472,7.021725978296636,32.66749651549504,1337.3152986712007,0
Hydraulic Gesa Moulding Motor,69.93688216443364,5.989330122547882,51.963970170529834,1523.0861970676635,0
Hybrid Moulding Machine Motor,89.48550461025943,9.47637148585899,42.55088836758658,1808.0958789959195,1
Hydraulic Gesa Moulding Motor,69.73319316292066,4.416189716779983,84.8315203587182,1600.235594888999,1
ID Fan Motor,45.53802110685402,1.5366106672589894,11.704108545622487,1477.300318702251,0
Automatic Mould-Handling Motor,88.74021342133125,1.9143737158600658,14.069423620958315,1578.1552265561259,1
ID Fan Motor,68.62869847253677,2.0147230921792465,13.965717810880799,1670.928107159594,0
Hydraulic Gesa Moulding Motor,87.14945361919231,4.4477849361308746,40.25316798127238,1014.3584073426963,1
Hybrid Moulding Machine Motor,69.0875956936222,5.268068179392658,71.60245528037926,1659.5234649376976,1
Hydraulic Gesa Moulding Motor,84.78434220346685,6.0322823010027165,31.807568205836517,1845.8833655468593,0
Hydraulic Gesa Moulding Motor,56.82347767048354,10.110746981733932,50.54654723019243,1520.658604384521,1
Hybrid Moulding Machine Motor,71.18480110227357,5.026081540018997,37.18798106749524,1742.2334154025054,0
Hydraulic Gesa Moulding Motor,76.8242877643913,3.410764965306919,45.394034814120914,1254.8113617358072,0
Dust Collector Fan Motor,67.02055076797299,8.769064095187812,20.66518996374403,1830.3968873207286,1
ID Fan Motor,53.18061445574279,2.459062116982787,14.249376156936668,1383.6599673401183,0
Hybrid Moulding Machine Motor,67.89910481220494,6.398013775537597,35.09060063613698,1494.448619031101,0
Hydraulic Gesa Moulding Motor,96.8047975375434,9.162674111838118,31.83433969977421,1539.6818371492263,1
